1:65000-70000	OR4F5
16:50000-55000	SNRNP25
16:75000-80000	RHBDF1
16:75000-80000	MPG
16:135000-140000	NPRL3
16:140000-145000	HBZ
16:150000-155000	HBM
16:170000-175000	HBA2
16:175000-180000	HBA1
16:180000-185000	HBQ1
16:225000-230000	LUC7L
16:230000-235000	FAM234A
16:275000-280000	RGS11
16:280000-285000	ARHGDIG
16:280000-285000	PDIA2
16:350000-355000	AXIN1
16:370000-375000	MRPL28
16:385000-390000	PGAP6
16:395000-400000	NME4
16:400000-405000	DECR2
16:425000-430000	RAB11FIP3
16:525000-530000	CAPN15
16:560000-565000	PRR35
16:565000-570000	PIGQ
16:565000-570000	NHLRC4
16:585000-590000	RAB40C
16:625000-630000	WFIKKN1
16:635000-640000	METTL26
16:635000-640000	MCRIP2
16:645000-650000	WDR90
16:665000-670000	RHOT2
16:675000-680000	RHBDL1
16:680000-685000	STUB1
16:680000-685000	JMJD8
16:690000-695000	WDR24
16:705000-710000	FBXL16
16:715000-720000	METRN
16:720000-725000	ANTKMT
16:725000-730000	CCDC78
16:725000-730000	HAGHL
16:740000-745000	CIAO3
16:760000-765000	MSLN
16:780000-785000	MSLNL
16:785000-790000	RPUSD1
16:785000-790000	CHTF18
16:800000-805000	GNG13
16:980000-985000	LMF1
16:980000-985000	SOX8
16:1075000-1080000	SSTR5
16:1095000-1100000	C1QTNF8
16:1150000-1155000	CACNA1H
16:1225000-1230000	TPSG1
16:1230000-1235000	TPSB2
16:1240000-1245000	TPSAB1
16:1255000-1260000	TPSD1
16:1305000-1310000	UBE2I
16:1330000-1335000	BAIAP3
16:1350000-1355000	TSR3
16:1350000-1355000	GNPTG
16:1410000-1415000	UNKL
16:1420000-1425000	C16orf91
16:1430000-1435000	PERCC1
16:1440000-1445000	CCDC154
16:1475000-1480000	CLCN7
16:1485000-1490000	PTX4
16:1490000-1495000	TELO2
16:1525000-1530000	TMEM204
16:1610000-1615000	IFT140
16:1610000-1615000	CRAMP1
16:1630000-1635000	LA16c-431H6.6
16:1675000-1680000	JPT2
16:1705000-1710000	MAPK8IP3
16:1770000-1775000	NME3
16:1770000-1775000	MRPS34
16:1770000-1775000	EME2
16:1780000-1785000	NUBP2
16:1790000-1795000	SPSB3
16:1790000-1795000	IGFALS
16:1825000-1830000	HAGH
16:1825000-1830000	FAHD1
16:1880000-1885000	MEIOB
16:1915000-1920000	HS3ST6
16:1940000-1945000	MSRB1
16:1955000-1960000	RPL3L
16:1955000-1960000	NDUFB10
16:1960000-1965000	RPS2
16:1965000-1970000	RNF151
16:1970000-1975000	TBL3
16:1980000-1985000	NOXO1
16:1980000-1985000	GFER
16:1985000-1990000	SYNGR3
16:2005000-2010000	ZNF598
16:2005000-2010000	NPW
16:2025000-2030000	SLC9A3R2
16:2045000-2050000	NTHL1
16:2045000-2050000	TSC2
16:2135000-2140000	PKD1
16:2140000-2145000	RAB26
16:2155000-2160000	TRAF7
16:2195000-2200000	CASKIN1
16:2200000-2205000	MLST8
16:2210000-2215000	BRICD5
16:2210000-2215000	PGP
16:2220000-2225000	E4F1
16:2235000-2240000	DNASE1L2
16:2250000-2255000	ECI1
16:2265000-2270000	RNPS1
16:2340000-2345000	ABCA3
16:2425000-2430000	CCNF
16:2460000-2465000	TEDC2
16:2470000-2475000	NTN3
16:2475000-2480000	TBC1D24
16:2495000-2500000	RP11-20I23.1
16:2510000-2515000	ATP6V0C
16:2510000-2515000	RP11-20I23.3
16:2520000-2525000	AMDHD2
16:2530000-2535000	CEMP1
16:2535000-2540000	PDPK1
16:2680000-2685000	KCTD5
16:2720000-2725000	PRSS27
16:2750000-2755000	SRRM2
16:2775000-2780000	ELOB
16:2785000-2790000	PRSS33
16:2795000-2800000	PRSS41
16:2815000-2820000	PRSS21
16:2830000-2835000	ZG16B
16:2855000-2860000	PRSS22
16:2880000-2885000	FLYWCH2
16:2910000-2915000	FLYWCH1
16:2960000-2965000	KREMEN2
16:2965000-2970000	PAQR4
16:2980000-2985000	PKMYT1
16:2985000-2990000	LINC00514
16:3010000-3015000	CLDN9
16:3015000-3020000	TNFRSF12A
16:3020000-3025000	CLDN6
16:3020000-3025000	HCFC1R1
16:3020000-3025000	THOC6
16:3035000-3040000	BICDL2
16:3045000-3050000	MMP25
16:3065000-3070000	IL32
16:3095000-3100000	ZSCAN10
16:3110000-3115000	ZNF205
16:3125000-3130000	ZNF213
16:3200000-3205000	OR1F1
16:3235000-3240000	ZNF200
16:3255000-3260000	MEFV
16:3260000-3265000	ZNF263
16:3305000-3310000	TIGD7
16:3305000-3310000	ZNF75A
16:3355000-3360000	OR2C1
16:3365000-3370000	LA16c-306E5.2
16:3370000-3375000	MTRNR2L4
16:3400000-3405000	ZSCAN32
16:3400000-3405000	ZNF174
16:3440000-3445000	ZNF597
16:3440000-3445000	NAA60
16:3495000-3500000	C16orf90
16:3500000-3505000	CLUAP1
16:3575000-3580000	NLRC3
16:3610000-3615000	SLX4
16:3610000-3615000	DNASE1
16:3715000-3720000	TRAP1
16:3880000-3885000	CREBBP
16:4115000-4120000	ADCY9
16:4240000-4245000	SRL
16:4270000-4275000	TFAP4
16:4310000-4315000	GLIS2
16:4355000-4360000	PAM16
16:4370000-4375000	VASN
16:4420000-4425000	CORO7-PAM16
16:4425000-4430000	CORO7
16:4425000-4430000	DNAJA3
16:4470000-4475000	HMOX2
16:4495000-4500000	NMRAL1
16:4535000-4540000	CDIP1
16:4555000-4560000	C16orf96
16:4615000-4620000	UBALD1
16:4615000-4620000	MGRN1
16:4690000-4695000	NUDT16L1
16:4730000-4735000	ANKS3
16:4730000-4735000	C16orf71
16:4765000-4770000	ZNF500
16:4785000-4790000	SEPTIN12
16:4785000-4790000	SMIM22
16:4800000-4805000	ROGDI
16:4845000-4850000	GLYR1
16:4845000-4850000	UBN1
16:4955000-4960000	SEC14L5
16:4960000-4965000	PPL
16:5030000-5035000	NAGPA
16:5030000-5035000	ALG1
16:5065000-5070000	C16orf89
16:5095000-5100000	EEF2KMT
16:5235000-5240000	RBFOX1
16:8590000-8595000	TMEM114
16:8620000-8625000	METTL22
16:8670000-8675000	ABAT
16:8785000-8790000	PMM2
16:8795000-8800000	TMEM186
16:8865000-8870000	CARHSP1
16:8880000-8885000	LITAFD
16:8975000-8980000	USP7
16:9090000-9095000	C16orf72
16:10180000-10185000	GRIN2A
16:10325000-10330000	ATF7IP2
16:10580000-10585000	EMP2
16:10690000-10695000	TEKT5
16:10740000-10745000	NUBP1
16:10815000-10820000	TVP23A
16:10865000-10870000	CIITA
16:10940000-10945000	DEXI
16:10940000-10945000	CLEC16A
16:11245000-11250000	RMI2
16:11255000-11260000	SOCS1
16:11265000-11270000	TNP2
16:11270000-11275000	PRM3
16:11275000-11280000	PRM2
16:11280000-11285000	PRM1
16:11525000-11530000	CTD-3088G3.8
16:11635000-11640000	LITAF
16:11665000-11670000	SNN
16:11740000-11745000	TXNDC11
16:11795000-11800000	ZC3H7A
16:11850000-11855000	RSL1D1
16:11915000-11920000	GSPT1
16:11965000-11970000	TNFRSF17
16:11975000-11980000	NPIPB2
16:11975000-11980000	SNX29
16:12800000-12805000	CPPED1
16:12900000-12905000	SHISA9
16:13920000-13925000	ERCC4
16:14070000-14075000	MRTFB
16:14630000-14635000	PARN
16:14630000-14635000	BFAR
16:14690000-14695000	PLA2G10
16:14705000-14710000	NPIPA3
16:14745000-14750000	NPIPA2
16:14830000-14835000	NOMO1
16:14920000-14925000	NPIPA1
16:14970000-14975000	PDXDC1
16:15055000-15060000	NTAN1
16:15090000-15095000	RRN3
16:15380000-15385000	NPIPA5
16:15395000-15400000	MPV17L
16:15395000-15400000	RP11-1021N1.1
16:15430000-15435000	BMERB1
16:15640000-15645000	MARF1
16:15640000-15645000	NDE1
16:15855000-15860000	MYH11
16:15885000-15890000	CEP20
16:15945000-15950000	ABCC1
16:16220000-16225000	ABCC6
16:16230000-16235000	NOMO3
16:16315000-16320000	AC138969.4
16:16375000-16380000	NPIPA7
16:17470000-17475000	XYLT1
16:18335000-18340000	NPIPA8
16:18375000-18380000	NPIPA9
16:18560000-18565000	NOMO2
16:18790000-18795000	RPS15A
16:18800000-18805000	RP11-1035H13.3
16:18800000-18805000	ARL6IP1
16:18925000-18930000	SMG1
16:18980000-18985000	TMC7
16:19065000-19070000	COQ7
16:19110000-19115000	ITPRIPL2
16:19165000-19170000	SYT17
16:19285000-19290000	CLEC19A
16:19410000-19415000	TMC5
16:19520000-19525000	GDE1
16:19520000-19525000	CCP110
16:19555000-19560000	VPS35L
16:19715000-19720000	KNOP1
16:19715000-19720000	IQCK
16:19885000-19890000	GPRC5B
16:20070000-20075000	GPR139
16:20325000-20330000	GP2
16:20355000-20360000	UMOD
16:20400000-20405000	PDILT
16:20405000-20410000	ACSM5
16:20450000-20455000	ACSM2A
16:20575000-20580000	ACSM2B
16:20610000-20615000	ACSM3
16:20695000-20700000	ACSM1
16:20740000-20745000	THUMPD1
16:20805000-20810000	REXO5
16:20895000-20900000	LYRM1
16:20900000-20905000	ERI2
16:20900000-20905000	DCUN1D3
16:21155000-21160000	DNAH3
16:21155000-21160000	TMEM159
16:21210000-21215000	ZP2
16:21230000-21235000	ANKS4B
16:21300000-21305000	CRYM
16:21445000-21450000	NPIPB3
16:21595000-21600000	METTL9
16:21650000-21655000	IGSF6
16:21660000-21665000	OTOA
16:21880000-21885000	NPIPB4
16:21950000-21955000	UQCRC2
16:22000000-22005000	PDZD9
16:22005000-22010000	MOSMO
16:22090000-22095000	VWA3A
16:22165000-22170000	SDR42E2
16:22205000-22210000	EEF2K
16:22295000-22300000	POLR3E
16:22435000-22440000	CDR2
16:22475000-22480000	NPIPB5
16:22810000-22815000	HS3ST2
16:23145000-23150000	USP31
16:23180000-23185000	SCNN1G
16:23275000-23280000	SCNN1B
16:23450000-23455000	COG7
16:23520000-23525000	GGA2
16:23555000-23560000	EARS2
16:23555000-23560000	UBFD1
16:23595000-23600000	NDUFAB1
16:23640000-23645000	PALB2
16:23640000-23645000	DCTN5
16:23675000-23680000	PLK1
16:23710000-23715000	ERN2
16:23755000-23760000	CHP2
16:23835000-23840000	PRKCB
16:24255000-24260000	CACNG3
16:24535000-24540000	RBBP6
16:24610000-24615000	TNRC6A
16:24845000-24850000	SLC5A11
16:25015000-25020000	ARHGAP17
16:25110000-25115000	LCMT1
16:25215000-25220000	AQP8
16:25255000-25260000	ZKSCAN2
16:25690000-25695000	HS3ST4
16:27065000-27070000	C16orf82
16:27200000-27205000	KDM8
16:27265000-27270000	NSMCE1
16:27310000-27315000	IL4R
16:27400000-27405000	IL21R
16:27545000-27550000	GTF3C1
16:27550000-27555000	KATNIP
16:28060000-28065000	GSG1L
16:28210000-28215000	XPO6
16:28255000-28260000	SBK1
16:28360000-28365000	NPIPB6
16:28400000-28405000	EIF3CL
16:28470000-28475000	NPIPB7
16:28490000-28495000	RP11-435I10.4
16:28490000-28495000	APOBR
16:28495000-28500000	CLN3
16:28510000-28515000	IL27
16:28535000-28540000	NUPR1
16:28550000-28555000	SGF29
16:28595000-28600000	SULT1A2
16:28620000-28625000	RP11-666O2.7
16:28620000-28625000	SULT1A1
16:28635000-28640000	NPIPB8
16:28685000-28690000	EIF3C
16:28750000-28755000	NPIPB9
16:28820000-28825000	ATXN2L
16:28845000-28850000	TUFM
16:28845000-28850000	SH2B1
16:28875000-28880000	ATP2A1
16:28930000-28935000	CD19
16:28935000-28940000	RABEP2
16:28950000-28955000	NFATC2IP
16:28970000-28975000	SPNS1
16:28980000-28985000	LAT
16:29400000-29405000	NPIPB11
16:29450000-29455000	BOLA2
16:29450000-29455000	BOLA2-SMG1P6
16:29450000-29455000	SLX1B
16:29455000-29460000	SULT1A4
16:29505000-29510000	NPIPB12
16:29660000-29665000	SPN
16:29660000-29665000	QPRT
16:29745000-29750000	C16orf54
16:29775000-29780000	ZG16
16:29790000-29795000	KIF22
16:29805000-29810000	MAZ
16:29810000-29815000	PRRT2
16:29810000-29815000	AC009133.23
16:29815000-29820000	PAGR1
16:29815000-29820000	CTD-2574D22.6
16:29820000-29825000	MVP
16:29860000-29865000	CDIPT
16:29895000-29900000	SEZ6L2
16:29900000-29905000	ASPHD1
16:29925000-29930000	KCTD13
16:29940000-29945000	TMEM219
16:29970000-29975000	TAOK2
16:29995000-30000000	HIRIP3
16:29995000-30000000	INO80E
16:30020000-30025000	DOC2A
16:30020000-30025000	C16orf92
16:30050000-30055000	TLCD3B
16:30050000-30055000	CTD-2515O10.6
16:30060000-30065000	ALDOA
16:30075000-30080000	PPP4C
16:30090000-30095000	TBX6
16:30095000-30100000	YPEL3
16:30110000-30115000	GDPD3
16:30120000-30125000	MAPK3
16:30180000-30185000	CORO1A
16:30190000-30195000	BOLA2B
16:30190000-30195000	SLX1A
16:30195000-30200000	SULT1A3
16:30250000-30255000	NPIPB13
16:30355000-30360000	CD2BP2
16:30370000-30375000	TBC1D10B
16:30370000-30375000	MYLPF
16:30375000-30380000	ZNF48
16:30395000-30400000	SEPTIN1
16:30405000-30410000	ZNF771
16:30430000-30435000	DCTPP1
16:30445000-30450000	SEPHS2
16:30470000-30475000	ITGAL
16:30525000-30530000	ZNF768
16:30530000-30535000	AC002310.11
16:30535000-30540000	ZNF747
16:30555000-30560000	ZNF764
16:30570000-30575000	ZNF688
16:30585000-30590000	ZNF785
16:30620000-30625000	ZNF689
16:30650000-30655000	PRR14
16:30655000-30660000	FBRS
16:30695000-30700000	SRCAP
16:30700000-30705000	RP11-2C24.9
16:30740000-30745000	TMEM265
16:30745000-30750000	PHKG2
16:30760000-30765000	CCDC189
16:30760000-30765000	RNF40
16:30785000-30790000	ZNF629
16:30890000-30895000	BCL7C
16:30895000-30900000	CTF1
16:30920000-30925000	FBXL19
16:30945000-30950000	ORAI3
16:30955000-30960000	SETD1A
16:30985000-30990000	HSD3B7
16:31010000-31015000	STX1B
16:31030000-31035000	STX4
16:31070000-31075000	ZNF668
16:31070000-31075000	ZNF646
16:31085000-31090000	PRSS53
16:31090000-31095000	RP11-196G11.1
16:31095000-31100000	VKORC1
16:31105000-31110000	BCKDK
16:31110000-31115000	KAT8
16:31135000-31140000	PRSS8
16:31150000-31155000	PRSS36
16:31180000-31185000	FUS
16:31200000-31205000	PYCARD
16:31210000-31215000	TRIM72
16:31215000-31220000	PYDC1
16:31255000-31260000	ITGAM
16:31355000-31360000	ITGAX
16:31390000-31395000	ITGAD
16:31425000-31430000	COX6A2
16:31440000-31445000	ZNF843
16:31455000-31460000	ARMC5
16:31470000-31475000	TGFB1I1
16:31480000-31485000	SLC5A2
16:31505000-31510000	RUSF1
16:31525000-31530000	AHSP
16:31710000-31715000	ZNF720
16:31870000-31875000	ZNF267
16:32250000-32255000	TP53TG3D
16:32675000-32680000	TP53TG3
16:33190000-33195000	TP53TG3C
16:33300000-33305000	TP53TG3E
16:33360000-33365000	TP53TG3B
16:33455000-33460000	TP53TG3F
16:33845000-33850000	IGHV3OR16-17
16:46620000-46625000	SHCBP1
16:46685000-46690000	VPS35
16:46685000-46690000	ORC6
16:46790000-46795000	MYLK3
16:46830000-46835000	C16orf87
16:46880000-46885000	GPT2
16:46970000-46975000	DNAJA2
16:47140000-47145000	NETO2
16:47460000-47465000	ITFG1
16:47460000-47465000	PHKB
16:48155000-48160000	ABCC12
16:48240000-48245000	LONP2
16:48245000-48250000	ABCC11
16:48445000-48450000	SIAH1
16:48620000-48625000	N4BP1
16:49280000-49285000	CBLN1
16:49370000-49375000	C16orf78
16:49855000-49860000	ZNF423
16:50020000-50025000	CNEP1R1
16:50065000-50070000	HEATR3
16:50150000-50155000	TENT4B
16:50245000-50250000	ADCY7
16:50365000-50370000	BRD7
16:50545000-50550000	NKD1
16:50680000-50685000	SNX20
16:50690000-50695000	NOD2
16:50740000-50745000	CYLD
16:51150000-51155000	SALL1
16:51550000-51555000	HNRNPA1P48
16:52545000-52550000	TOX3
16:53050000-53055000	RP11-467J12.4
16:53050000-53055000	CHD9
16:53430000-53435000	RBL2
16:53500000-53505000	AKTIP
16:53700000-53705000	RPGRIP1L
16:53700000-53705000	FTO
16:54285000-54290000	IRX3
16:54930000-54935000	IRX5
16:55320000-55325000	IRX6
16:55385000-55390000	MMP2
16:55505000-55510000	LPCAT2
16:55565000-55570000	CAPNS2
16:55655000-55660000	SLC6A2
16:55830000-55835000	CES1
16:55955000-55960000	CES5A
16:56190000-56195000	GNAO1
16:56425000-56430000	AMFR
16:56450000-56455000	NUDT21
16:56450000-56455000	OGFOD1
16:56500000-56505000	RP11-413H22.3
16:56565000-56570000	MT4
16:56580000-56585000	BBS2
16:56585000-56590000	MT3
16:56605000-56610000	MT2A
16:56625000-56630000	MT1E
16:56630000-56635000	MT1M
16:56635000-56640000	MT1A
16:56650000-56655000	MT1B
16:56655000-56660000	MT1F
16:56665000-56670000	MT1G
16:56665000-56670000	MT1H
16:56680000-56685000	MT1X
16:56730000-56735000	NUP93
16:56865000-56870000	SLC12A3
16:56930000-56935000	HERPUD1
16:56960000-56965000	CETP
16:56985000-56990000	NLRC5
16:57090000-57095000	CPNE2
16:57185000-57190000	PSME3IP1
16:57185000-57190000	RSPRY1
16:57245000-57250000	ARL2BP
16:57280000-57285000	PLLP
16:57355000-57360000	CCL22
16:57370000-57375000	CX3CL1
16:57400000-57405000	CCL17
16:57445000-57450000	CIAPIN1
16:57445000-57450000	COQ9
16:57460000-57465000	POLR2C
16:57485000-57490000	DOK4
16:57535000-57540000	CCDC102A
16:57540000-57545000	ADGRG5
16:57610000-57615000	ADGRG1
16:57665000-57670000	ADGRG3
16:57690000-57695000	DRC7
16:57735000-57740000	KATNB1
16:57860000-57865000	KIFC3
16:57970000-57975000	CNGB1
16:57975000-57980000	TEPP
16:57995000-58000000	USB1
16:58000000-58005000	ZNF319
16:58025000-58030000	MMP15
16:58125000-58130000	CFAP20
16:58195000-58200000	CSNK2A2
16:58230000-58235000	CCDC113
16:58295000-58300000	PRSS54
16:58295000-58300000	GINS3
16:58460000-58465000	NDRG4
16:58515000-58520000	SETD6
16:58625000-58630000	CNOT1
16:58680000-58685000	SLC38A7
16:58730000-58735000	GOT2
16:62035000-62040000	CDH8
16:65125000-65130000	CDH11
16:66365000-66370000	CDH5
16:66425000-66430000	BEAN1
16:66515000-66520000	RP11-403P17.5
16:66550000-66555000	TK2
16:66550000-66555000	CKLF
16:66550000-66555000	CKLF-CMTM1
16:66565000-66570000	CMTM1
16:66575000-66580000	CMTM2
16:66600000-66605000	CMTM3
16:66695000-66700000	CMTM4
16:66750000-66755000	DYNC1LI2
16:66800000-66805000	TERB1
16:66840000-66845000	CA7
16:66870000-66875000	NAE1
16:66875000-66880000	PDP2
16:66915000-66920000	CDH16
16:66925000-66930000	RRAD
16:66930000-66935000	CIAO2B
16:66930000-66935000	CES2
16:66960000-66965000	CES3
16:66985000-66990000	CES4A
16:67025000-67030000	CBFB
16:67105000-67110000	C16orf70
16:67150000-67155000	B3GNT9
16:67155000-67160000	TRADD
16:67155000-67160000	FBXL8
16:67160000-67165000	RP11-5A19.5
16:67160000-67165000	HSF4
16:67170000-67175000	NOL3
16:67180000-67185000	KIAA0895L
16:67190000-67195000	EXOC3L1
16:67190000-67195000	E2F4
16:67195000-67200000	ELMO3
16:67225000-67230000	TMEM208
16:67235000-67240000	SLC9A5
16:67245000-67250000	FHOD1
16:67275000-67280000	PLEKHG4
16:67325000-67330000	KCTD19
16:67325000-67330000	LRRC36
16:67390000-67395000	TPPP3
16:67415000-67420000	ZDHHC1
16:67430000-67435000	HSD11B2
16:67480000-67485000	ATP6V0D1
16:67480000-67485000	AGRP
16:67515000-67520000	RIPOR1
16:67560000-67565000	CTCF
16:67640000-67645000	CARMIL2
16:67660000-67665000	ACD
16:67660000-67665000	PARD6A
16:67665000-67670000	ENKD1
16:67665000-67670000	C16orf86
16:67715000-67720000	GFOD2
16:67805000-67810000	RANBP10
16:67805000-67810000	TSNAXIP1
16:67840000-67845000	THAP11
16:67845000-67850000	CENPT
16:67845000-67850000	NUTF2
16:67870000-67875000	EDC4
16:67880000-67885000	NRN1L
16:67890000-67895000	PSKH1
16:67930000-67935000	CTRL
16:67935000-67940000	CTC-479C5.12
16:67935000-67940000	PSMB10
16:67940000-67945000	LCAT
16:67965000-67970000	SLC12A4
16:67980000-67985000	DPEP3
16:67985000-67990000	DUS2
16:68000000-68005000	DPEP2
16:68015000-68020000	DPEP2NB
16:68020000-68025000	DDX28
16:68080000-68085000	NFATC3
16:68235000-68240000	ESRP2
16:68245000-68250000	PLA2G15
16:68260000-68265000	SLC7A6
16:68310000-68315000	SLC7A6OS
16:68310000-68315000	PRMT7
16:68445000-68450000	SMPD3
16:68530000-68535000	ZFP90
16:68635000-68640000	CDH3
16:68735000-68740000	CDH1
16:68840000-68845000	TANGO6
16:69105000-69110000	HAS3
16:69130000-69135000	DERPC
16:69130000-69135000	CHTF8
16:69130000-69135000	UTP4
16:69185000-69190000	SNTB2
16:69295000-69300000	RP11-343C2.11
16:69310000-69315000	VPS4A
16:69330000-69335000	PDF
16:69330000-69335000	RP11-343C2.12
16:69335000-69340000	COG8
16:69335000-69340000	NIP7
16:69350000-69355000	RP11-343C2.7
16:69350000-69355000	TMED6
16:69355000-69360000	RP11-343C2.9
16:69405000-69410000	TERF2
16:69420000-69425000	CYB5B
16:69565000-69570000	NFAT5
16:69725000-69730000	NQO1
16:69750000-69755000	NOB1
16:69760000-69765000	WWP2
16:69950000-69955000	CLEC18A
16:70110000-70115000	PDPR
16:70170000-70175000	CLEC18C
16:70250000-70255000	EXOSC6
16:70285000-70290000	AARS1
16:70285000-70290000	DDX19B
16:70295000-70300000	RP11-529K1.3
16:70345000-70350000	DDX19A
16:70435000-70440000	ST3GAL2
16:70450000-70455000	FCSK
16:70520000-70525000	COG4
16:70520000-70525000	SF3B3
16:70575000-70580000	IL34
16:70685000-70690000	MTSS2
16:70800000-70805000	VAC14
16:71230000-71235000	HYDIN
16:71285000-71290000	CMTR2
16:71355000-71360000	CALB2
16:71440000-71445000	TLE7
16:71460000-71465000	ZNF23
16:71485000-71490000	AC010547.9
16:71525000-71530000	CHST4
16:71565000-71570000	ZNF19
16:71575000-71580000	TAT
16:71625000-71630000	MARVELD3
16:71720000-71725000	PHLPP2
16:71805000-71810000	AP1G1
16:71805000-71810000	ATXN1L
16:71845000-71850000	IST1
16:71895000-71900000	ZNF821
16:72000000-72005000	PKD1L3
16:72005000-72010000	DHODH
16:72050000-72055000	HP
16:72060000-72065000	HPR
16:72090000-72095000	TXNL4B
16:72090000-72095000	DHX38
16:72175000-72180000	PMFBP1
16:73890000-73895000	ZFHX3
16:74295000-74300000	PSMD7
16:74375000-74380000	NPIPB15
16:74420000-74425000	CLEC18B
16:74605000-74610000	GLG1
16:74665000-74670000	RFWD3
16:74700000-74705000	MLKL
16:74770000-74775000	FA2H
16:74995000-75000000	ZNRF1
16:75000000-75005000	WDR59
16:75115000-75120000	LDHD
16:75145000-75150000	ZFP1
16:75205000-75210000	CTRB2
16:75215000-75220000	CTRB1
16:75265000-75270000	BCAR1
16:75430000-75435000	CFDP1
16:75460000-75465000	RP11-77K12.1
16:75465000-75470000	TMEM170A
16:75495000-75500000	CHST6
16:75535000-75540000	CHST5
16:75545000-75550000	RP11-77K12.7
16:75555000-75560000	TMEM231
16:75565000-75570000	GABARAPL2
16:75620000-75625000	ADAT1
16:75645000-75650000	KARS1
16:75645000-75650000	TERF2IP
16:75675000-75680000	RP11-490B18.9
16:75700000-75705000	DUXB
16:75725000-75730000	CPHXL
16:76275000-76280000	CNTNAP4
16:76275000-76280000	RP11-58C22.1
16:77190000-77195000	MON1B
16:77195000-77200000	SYCE1L
16:77435000-77440000	ADAMTS18
16:77720000-77725000	NUDT7
16:77785000-77790000	VAT1L
16:78020000-78025000	CLEC3A
16:78095000-78100000	WWOX
16:79600000-79605000	MAF
16:80540000-80545000	DYNLRB2
16:80800000-80805000	CDYL2
16:81005000-81010000	RP11-314O13.2
16:81005000-81010000	CENPN
16:81020000-81025000	CMC2
16:81035000-81040000	ATMIN
16:81075000-81080000	C16orf46
16:81095000-81100000	RP11-303E16.10
16:81095000-81100000	RP11-303E16.8
16:81095000-81100000	GCSH
16:81235000-81240000	BCO1
16:81310000-81315000	GAN
16:81440000-81445000	CMIP
16:81735000-81740000	PLCG2
16:82010000-82015000	SDR42E1
16:82035000-82040000	HSD17B2
16:82170000-82175000	MPHOSPH6
16:82625000-82630000	CDH13
16:83805000-83810000	HSBP1
16:83895000-83900000	MLYCD
16:83930000-83935000	OSGIN1
16:83965000-83970000	NECAB2
16:84040000-84045000	SLC38A8
16:84115000-84120000	MBTPS1
16:84145000-84150000	HSDL1
16:84145000-84150000	DNAAF1
16:84185000-84190000	TAF1C
16:84190000-84195000	ADAD2
16:84240000-84245000	KCNG4
16:84290000-84295000	WFDC1
16:84365000-84370000	ATP2C2
16:84550000-84555000	MEAK7
16:84615000-84620000	COTL1
16:84645000-84650000	KLHL36
16:84695000-84700000	USP10
16:84815000-84820000	CRISPLD2
16:85010000-85015000	ZDHHC7
16:85025000-85030000	KIAA0513
16:85110000-85115000	CIBAR2
16:85165000-85170000	GSE1
16:85690000-85695000	GINS2
16:85750000-85755000	C16orf74
16:85795000-85800000	EMC8
16:85795000-85800000	COX4I1
16:85895000-85900000	IRF8
16:86510000-86515000	FOXF1
16:86555000-86560000	MTHFSD
16:86565000-86570000	FOXC2
16:86575000-86580000	FOXL1
16:87315000-87320000	C16orf95
16:87330000-87335000	RP11-178L8.4
16:87380000-87385000	MAP1LC3B
16:87390000-87395000	FBXO31
16:87490000-87495000	ZCCHC14
16:87600000-87605000	JPH3
16:87765000-87770000	KLHDC4
16:87865000-87870000	SLC7A5
16:87935000-87940000	CA5A
16:87945000-87950000	BANP
16:88380000-88385000	ZNF469
16:88450000-88455000	ZFPM1
16:88570000-88575000	ZC3H18
16:88635000-88640000	IL17C
16:88650000-88655000	CYBA
16:88660000-88665000	MVD
16:88685000-88690000	SNAI3
16:88705000-88710000	RNF166
16:88705000-88710000	CTU2
16:88785000-88790000	PIEZO1
16:88800000-88805000	CDT1
16:88810000-88815000	APRT
16:88855000-88860000	GALNS
16:88855000-88860000	TRAPPC2L
16:88865000-88870000	PABPN1L
16:88975000-88980000	CBFA2T3
16:89085000-89090000	ACSF3
16:89170000-89175000	CDH15
16:89200000-89205000	SLC22A31
16:89215000-89220000	ZNF778
16:89415000-89420000	GS2-740I5.1
16:89490000-89495000	ANKRD11
16:89490000-89495000	SPG7
16:89560000-89565000	RPL13
16:89575000-89580000	CPNE7
16:89610000-89615000	DPEP1
16:89655000-89660000	CHMP1A
16:89655000-89660000	SPATA33
16:89680000-89685000	CDK10
16:89700000-89705000	SPATA2L
16:89720000-89725000	VPS9D1
16:89720000-89725000	ZNF276
16:89815000-89820000	FANCA
16:89815000-89820000	SPIRE2
16:89870000-89875000	TCF25
16:89910000-89915000	MC1R
16:89915000-89920000	RP11-566K11.2
16:89920000-89925000	TUBB3
16:89945000-89950000	DEF8
16:90015000-90020000	DBNDD1
16:90015000-90020000	GAS8
16:90090000-90095000	PRDM7
17:135000-140000	SCGB1C2
17:180000-185000	DOC2B
17:385000-390000	RPH3AL
17:410000-415000	C17orf97
17:445000-450000	RFLNB
17:720000-725000	VPS53
17:730000-735000	TLCD3A
17:750000-755000	GEMIN4
17:780000-785000	GLOD4
17:780000-785000	MRM3
17:975000-980000	NXN
17:995000-1000000	TIMM22
17:1225000-1230000	ABR
17:1270000-1275000	BHLHA9
17:1275000-1280000	TRARG1
17:1400000-1405000	YWHAE
17:1460000-1465000	CRK
17:1490000-1495000	MYO1C
17:1515000-1520000	INPP5K
17:1560000-1565000	PITPNA
17:1625000-1630000	SLC43A2
17:1645000-1650000	SCARF1
